caseID;taskID;originator;eventtype;timestamp;defectType;phoneType;numberRepairs;defectFixed;
920;Repair (Complex);SolverC3;start;19-01-1970 15:21:00;;;;;
920;Repair (Complex);SolverC3;complete;19-01-1970 16:05:00;;;;;
920;Test Repair;Tester5;start;19-01-1970 16:05:00;;;;;
920;Test Repair;Tester5;complete;19-01-1970 16:13:00;;;0;true;
920;Archive Repair;System;complete;19-01-1970 16:22:00;;;0;true;
921;Register;System;complete;20-01-1970 17:19:00;;;;;
921;Analyze Defect;Tester2;start;20-01-1970 17:19:00;;;;;
921;Analyze Defect;Tester2;complete;20-01-1970 17:26:00;4;T3;;;
921;Repair (Simple);SolverS1;start;20-01-1970 17:50:00;;;;;
921;Inform User;System;complete;20-01-1970 17:51:00;;;;;
921;Repair (Simple);SolverS1;complete;20-01-1970 17:56:00;;;;;
921;Test Repair;Tester2;start;20-01-1970 17:56:00;;;;;
921;Test Repair;Tester2;complete;20-01-1970 18:05:00;;;1;false;
921;Restart Repair;System;complete;20-01-1970 18:13:00;;;;;
921;Repair (Simple);SolverS2;start;20-01-1970 18:13:00;;;;;
921;Repair (Simple);SolverS2;complete;20-01-1970 18:21:00;;;;;
921;Test Repair;Tester1;start;20-01-1970 18:21:00;;;;;
921;Test Repair;Tester1;complete;20-01-1970 18:28:00;;;2;false;
921;Restart Repair;System;complete;20-01-1970 18:36:00;;;;;
921;Repair (Simple);SolverS3;start;20-01-1970 18:36:00;;;;;
921;Repair (Simple);SolverS3;complete;20-01-1970 18:47:00;;;;;
921;Test Repair;Tester2;start;20-01-1970 18:47:00;;;;;
921;Test Repair;Tester2;complete;20-01-1970 18:55:00;;;3;true;
921;Archive Repair;System;complete;20-01-1970 19:03:00;;;3;true;
922;Register;System;complete;21-01-1970 00:06:00;;;;;
922;Analyze Defect;Tester3;start;21-01-1970 00:06:00;;;;;
922;Analyze Defect;Tester3;complete;21-01-1970 00:16:00;5;T1;;;
922;Repair (Complex);SolverC1;start;21-01-1970 00:30:00;;;;;
922;Inform User;System;complete;21-01-1970 00:47:00;;;;;
922;Repair (Complex);SolverC1;complete;21-01-1970 00:48:00;;;;;
922;Test Repair;Tester3;start;21-01-1970 00:48:00;;;;;
922;Test Repair;Tester3;complete;21-01-1970 00:55:00;;;0;true;
922;Archive Repair;System;complete;21-01-1970 01:01:00;;;0;true;
923;Register;System;complete;20-01-1970 23:47:00;;;;;
923;Analyze Defect;Tester6;start;20-01-1970 23:47:00;;;;;
923;Analyze Defect;Tester6;complete;20-01-1970 23:53:00;4;T1;;;
923;Inform User;System;complete;21-01-1970 00:13:00;;;;;
923;Repair (Simple);SolverS3;start;21-01-1970 00:14:00;;;;;
923;Repair (Simple);SolverS3;complete;21-01-1970 00:26:00;;;;;
923;Test Repair;Tester1;start;21-01-1970 00:26:00;;;;;
923;Test Repair;Tester1;complete;21-01-1970 00:32:00;;;1;true;
923;Archive Repair;System;complete;21-01-1970 00:42:00;;;1;true;
924;Register;System;complete;19-01-1970 20:42:00;;;;;
924;Analyze Defect;Tester2;start;19-01-1970 20:42:00;;;;;
924;Analyze Defect;Tester2;complete;19-01-1970 20:47:00;6;T3;;;
924;Repair (Simple);SolverS3;start;19-01-1970 20:56:00;;;;;
924;Repair (Simple);SolverS3;complete;19-01-1970 21:16:00;;;;;
924;Test Repair;Tester3;start;19-01-1970 21:16:00;;;;;
924;Inform User;System;complete;19-01-1970 21:19:00;;;;;
924;Test Repair;Tester3;complete;19-01-1970 21:25:00;;;1;true;
924;Archive Repair;System;complete;19-01-1970 21:30:00;;;1;true;
925;Register;System;complete;19-01-1970 22:41:00;;;;;
925;Analyze Defect;Tester1;start;19-01-1970 22:41:00;;;;;
925;Analyze Defect;Tester1;complete;19-01-1970 22:51:00;4;T3;;;
925;Repair (Simple);SolverS2;start;19-01-1970 23:12:00;;;;;
925;Inform User;System;complete;19-01-1970 23:23:00;;;;;
925;Repair (Simple);SolverS2;complete;19-01-1970 23:23:00;;;;;
925;Test Repair;Tester5;start;19-01-1970 23:23:00;;;;;
925;Test Repair;Tester5;complete;19-01-1970 23:32:00;;;1;false;
925;Restart Repair;System;complete;19-01-1970 23:38:00;;;;;
925;Repair (Simple);SolverS3;start;19-01-1970 23:38:00;;;;;
925;Repair (Simple);SolverS3;complete;19-01-1970 23:55:00;;;;;
925;Test Repair;Tester4;start;19-01-1970 23:55:00;;;;;
925;Test Repair;Tester4;complete;20-01-1970 00:00:00;;;2;true;
925;Archive Repair;System;complete;20-01-1970 00:10:00;;;2;true;
926;Register;System;complete;20-01-1970 07:08:00;;;;;
926;Analyze Defect;Tester6;start;20-01-1970 07:08:00;;;;;
926;Analyze Defect;Tester6;complete;20-01-1970 07:14:00;3;T1;;;
926;Repair (Simple);SolverS2;start;20-01-1970 07:38:00;;;;;
926;Repair (Simple);SolverS2;complete;20-01-1970 07:45:00;;;;;
926;Test Repair;Tester1;start;20-01-1970 07:45:00;;;;;
926;Test Repair;Tester1;complete;20-01-1970 07:51:00;;;1;true;
926;Inform User;System;complete;20-01-1970 08:00:00;;;;;
926;Archive Repair;System;complete;20-01-1970 08:00:00;;;1;true;
927;Register;System;complete;19-01-1970 21:55:00;;;;;
927;Analyze Defect;Tester1;start;19-01-1970 21:55:00;;;;;
927;Analyze Defect;Tester1;complete;19-01-1970 22:03:00;4;T3;;;
927;Repair (Simple);SolverS2;start;19-01-1970 22:12:00;;;;;
927;Repair (Simple);SolverS2;complete;19-01-1970 22:18:00;;;;;
927;Test Repair;Tester2;start;19-01-1970 22:18:00;;;;;
927;Test Repair;Tester2;complete;19-01-1970 22:27:00;;;1;true;
927;Inform User;System;complete;19-01-1970 22:51:00;;;;;
927;Archive Repair;System;complete;19-01-1970 22:51:00;;;1;true;
928;Register;System;complete;20-01-1970 08:30:00;;;;;
928;Analyze Defect;Tester6;start;20-01-1970 08:30:00;;;;;
928;Analyze Defect;Tester6;complete;20-01-1970 08:38:00;9;T1;;;
928;Repair (Complex);SolverC1;start;20-01-1970 08:52:00;;;;;
928;Repair (Complex);SolverC1;complete;20-01-1970 09:09:00;;;;;
928;Test Repair;Tester2;start;20-01-1970 09:09:00;;;;;
928;Test Repair;Tester2;complete;20-01-1970 09:14:00;;;0;true;
928;Inform User;System;complete;20-01-1970 09:16:00;;;;;
928;Archive Repair;System;complete;20-01-1970 09:23:00;;;0;true;
929;Register;System;complete;20-01-1970 07:07:00;;;;;
929;Analyze Defect;Tester5;start;20-01-1970 07:07:00;;;;;
929;Analyze Defect;Tester5;complete;20-01-1970 07:14:00;9;T2;;;
929;Repair (Complex);SolverC1;start;20-01-1970 07:17:00;;;;;
929;Repair (Complex);SolverC1;complete;20-01-1970 07:29:00;;;;;
929;Test Repair;Tester5;start;20-01-1970 07:29:00;;;;;
929;Test Repair;Tester5;complete;20-01-1970 07:37:00;;;0;true;
929;Inform User;System;complete;20-01-1970 08:04:00;;;;;
929;Archive Repair;System;complete;20-01-1970 08:04:00;;;0;true;
93;Register;System;complete;03-01-1970 15:07:00;;;;;
93;Analyze Defect;Tester2;start;03-01-1970 15:07:00;;;;;
93;Analyze Defect;Tester2;complete;03-01-1970 15:14:00;4;T3;;;
93;Repair (Simple);SolverS3;start;03-01-1970 15:37:00;;;;;
93;Repair (Simple);SolverS3;complete;03-01-1970 15:55:00;;;;;
93;Test Repair;Tester5;start;03-01-1970 15:55:00;;;;;
93;Inform User;System;complete;03-01-1970 16:00:00;;;;;
93;Test Repair;Tester5;complete;03-01-1970 16:05:00;;;1;true;
93;Archive Repair;System;complete;03-01-1970 16:10:00;;;1;true;
930;Register;System;complete;20-01-1970 23:22:00;;;;;
930;Analyze Defect;Tester6;start;20-01-1970 23:22:00;;;;;
930;Analyze Defect;Tester6;complete;20-01-1970 23:31:00;7;T3;;;
930;Repair (Complex);SolverC1;start;20-01-1970 23:47:00;;;;;
930;Repair (Complex);SolverC1;complete;21-01-1970 00:04:00;;;;;
930;Test Repair;Tester2;start;21-01-1970 00:04:00;;;;;
930;Inform User;System;complete;21-01-1970 00:08:00;;;;;
930;Test Repair;Tester2;complete;21-01-1970 00:12:00;;;0;true;
930;Archive Repair;System;complete;21-01-1970 00:21:00;;;0;true;
931;Register;System;complete;21-01-1970 02:54:00;;;;;
931;Analyze Defect;Tester4;start;21-01-1970 02:54:00;;;;;
931;Analyze Defect;Tester4;complete;21-01-1970 03:01:00;4;T2;;;
931;Repair (Simple);SolverS2;start;21-01-1970 03:28:00;;;;;
931;Repair (Simple);SolverS2;complete;21-01-1970 03:34:00;;;;;
931;Test Repair;Tester4;start;21-01-1970 03:34:00;;;;;
931;Test Repair;Tester4;complete;21-01-1970 03:40:00;;;1;true;
931;Inform User;System;complete;21-01-1970 03:45:00;;;;;
931;Archive Repair;System;complete;21-01-1970 03:48:00;;;1;true;
932;Register;System;complete;20-01-1970 02:42:00;;;;;
932;Analyze Defect;Tester1;start;20-01-1970 02:42:00;;;;;
932;Analyze Defect;Tester1;complete;20-01-1970 02:47:00;2;T1;;;
932;Repair (Simple);SolverS3;start;20-01-1970 03:03:00;;;;;
932;Inform User;System;complete;20-01-1970 03:11:00;;;;;
932;Repair (Simple);SolverS3;complete;20-01-1970 03:21:00;;;;;
932;Test Repair;Tester1;start;20-01-1970 03:21:00;;;;;
932;Test Repair;Tester1;complete;20-01-1970 03:28:00;;;1;true;
932;Archive Repair;System;complete;20-01-1970 03:38:00;;;1;true;
933;Register;System;complete;21-01-1970 04:19:00;;;;;
933;Analyze Defect;Tester6;start;21-01-1970 04:19:00;;;;;
933;Analyze Defect;Tester6;complete;21-01-1970 04:24:00;10;T3;;;
933;Repair (Complex);SolverC1;start;21-01-1970 04:33:00;;;;;
933;Inform User;System;complete;21-01-1970 04:41:00;;;;;
933;Repair (Complex);SolverC1;complete;21-01-1970 04:45:00;;;;;
933;Test Repair;Tester1;start;21-01-1970 04:45:00;;;;;
933;Test Repair;Tester1;complete;21-01-1970 04:50:00;;;0;true;
933;Archive Repair;System;complete;21-01-1970 04:56:00;;;0;true;
934;Register;System;complete;19-01-1970 21:14:00;;;;;
934;Analyze Defect;Tester5;start;19-01-1970 21:14:00;;;;;
934;Analyze Defect;Tester5;complete;19-01-1970 21:21:00;5;T1;;;
934;Inform User;System;complete;19-01-1970 21:46:00;;;;;
934;Repair (Complex);SolverC3;start;19-01-1970 21:49:00;;;;;
934;Repair (Complex);SolverC3;complete;19-01-1970 22:32:00;;;;;
934;Test Repair;Tester2;start;19-01-1970 22:32:00;;;;;
934;Test Repair;Tester2;complete;19-01-1970 22:39:00;;;0;true;
934;Archive Repair;System;complete;19-01-1970 22:47:00;;;0;true;
935;Register;System;complete;21-01-1970 07:48:00;;;;;
935;Analyze Defect;Tester3;start;21-01-1970 07:48:00;;;;;
935;Analyze Defect;Tester3;complete;21-01-1970 07:58:00;5;T3;;;
935;Repair (Complex);SolverC3;start;21-01-1970 08:21:00;;;;;
935;Inform User;System;complete;21-01-1970 08:46:00;;;;;
935;Repair (Complex);SolverC3;complete;21-01-1970 09:05:00;;;;;
935;Test Repair;Tester2;start;21-01-1970 09:05:00;;;;;
935;Test Repair;Tester2;complete;21-01-1970 09:10:00;;;0;true;
935;Archive Repair;System;complete;21-01-1970 09:19:00;;;0;true;
936;Register;System;complete;21-01-1970 04:01:00;;;;;
936;Analyze Defect;Tester4;start;21-01-1970 04:01:00;;;;;
936;Analyze Defect;Tester4;complete;21-01-1970 04:10:00;2;T1;;;
936;Repair (Simple);SolverS2;start;21-01-1970 04:37:00;;;;;
936;Repair (Simple);SolverS2;complete;21-01-1970 04:52:00;;;;;
936;Test Repair;Tester3;start;21-01-1970 04:52:00;;;;;
936;Inform User;System;complete;21-01-1970 04:54:00;;;;;
936;Test Repair;Tester3;complete;21-01-1970 04:58:00;;;1;true;
936;Archive Repair;System;complete;21-01-1970 05:05:00;;;1;true;
937;Register;System;complete;20-01-1970 23:23:00;;;;;
937;Analyze Defect;Tester3;start;20-01-1970 23:23:00;;;;;
937;Analyze Defect;Tester3;complete;20-01-1970 23:28:00;4;T3;;;
937;Repair (Simple);SolverS3;start;20-01-1970 23:34:00;;;;;
937;Inform User;System;complete;20-01-1970 23:48:00;;;;;
937;Repair (Simple);SolverS3;complete;20-01-1970 23:52:00;;;;;
937;Test Repair;Tester1;start;20-01-1970 23:52:00;;;;;
937;Test Repair;Tester1;complete;20-01-1970 23:58:00;;;1;true;
937;Archive Repair;System;complete;21-01-1970 00:03:00;;;1;true;
938;Register;System;complete;21-01-1970 02:10:00;;;;;
938;Analyze Defect;Tester2;start;21-01-1970 02:10:00;;;;;
938;Analyze Defect;Tester2;complete;21-01-1970 02:16:00;10;T1;;;
938;Repair (Complex);SolverC3;start;21-01-1970 02:19:00;;;;;
938;Repair (Complex);SolverC3;complete;21-01-1970 03:01:00;;;;;
938;Test Repair;Tester2;start;21-01-1970 03:01:00;;;;;
938;Inform User;System;complete;21-01-1970 03:03:00;;;;;
938;Test Repair;Tester2;complete;21-01-1970 03:08:00;;;0;true;
938;Archive Repair;System;complete;21-01-1970 03:18:00;;;0;true;
939;Register;System;complete;20-01-1970 21:40:00;;;;;
939;Analyze Defect;Tester5;start;20-01-1970 21:40:00;;;;;
939;Analyze Defect;Tester5;complete;20-01-1970 21:50:00;2;T2;;;
939;Repair (Simple);SolverS2;start;20-01-1970 22:01:00;;;;;
939;Repair (Simple);SolverS2;complete;20-01-1970 22:07:00;;;;;
939;Test Repair;Tester6;start;20-01-1970 22:07:00;;;;;
939;Test Repair;Tester6;complete;20-01-1970 22:15:00;;;1;true;
939;Inform User;System;complete;20-01-1970 22:37:00;;;;;
939;Archive Repair;System;complete;20-01-1970 22:37:00;;;1;true;
94;Register;System;complete;04-01-1970 04:45:00;;;;;
94;Analyze Defect;Tester5;start;04-01-1970 04:45:00;;;;;
94;Analyze Defect;Tester5;complete;04-01-1970 04:54:00;6;T3;;;
94;Inform User;System;complete;04-01-1970 05:11:00;;;;;
94;Repair (Simple);SolverS3;start;04-01-1970 05:13:00;;;;;
94;Repair (Simple);SolverS3;complete;04-01-1970 05:32:00;;;;;
94;Test Repair;Tester1;start;04-01-1970 05:32:00;;;;;
94;Test Repair;Tester1;complete;04-01-1970 05:39:00;;;1;true;
94;Archive Repair;System;complete;04-01-1970 05:48:00;;;1;true;
940;Register;System;complete;20-01-1970 03:37:00;;;;;
940;Analyze Defect;Tester1;start;20-01-1970 03:37:00;;;;;
940;Analyze Defect;Tester1;complete;20-01-1970 03:47:00;9;T2;;;
940;Repair (Complex);SolverC3;start;20-01-1970 03:49:00;;;;;
940;Inform User;System;complete;20-01-1970 04:06:00;;;;;
940;Repair (Complex);SolverC3;complete;20-01-1970 04:36:00;;;;;
940;Test Repair;Tester3;start;20-01-1970 04:36:00;;;;;
940;Test Repair;Tester3;complete;20-01-1970 04:42:00;;;0;true;
940;Archive Repair;System;complete;20-01-1970 04:47:00;;;0;true;
941;Register;System;complete;19-01-1970 22:04:00;;;;;
941;Analyze Defect;Tester1;start;19-01-1970 22:04:00;;;;;
941;Analyze Defect;Tester1;complete;19-01-1970 22:13:00;1;T3;;;
941;Repair (Simple);SolverS3;start;19-01-1970 22:15:00;;;;;
941;Repair (Simple);SolverS3;complete;19-01-1970 22:29:00;;;;;
941;Test Repair;Tester3;start;19-01-1970 22:29:00;;;;;
941;Test Repair;Tester3;complete;19-01-1970 22:39:00;;;1;true;
941;Inform User;System;complete;19-01-1970 22:51:00;;;;;
941;Archive Repair;System;complete;19-01-1970 22:51:00;;;1;true;
942;Register;System;complete;20-01-1970 18:52:00;;;;;
942;Analyze Defect;Tester1;start;20-01-1970 18:52:00;;;;;
942;Analyze Defect;Tester1;complete;20-01-1970 18:59:00;2;T3;;;
942;Repair (Simple);SolverS1;start;20-01-1970 19:08:00;;;;;
942;Repair (Simple);SolverS1;complete;20-01-1970 19:14:00;;;;;
942;Test Repair;Tester1;start;20-01-1970 19:14:00;;;;;
942;Test Repair;Tester1;complete;20-01-1970 19:23:00;;;1;false;
942;Restart Repair;System;complete;20-01-1970 19:31:00;;;;;
942;Repair (Simple);SolverS1;start;20-01-1970 19:31:00;;;;;
942;Repair (Simple);SolverS1;complete;20-01-1970 19:36:00;;;;;
942;Test Repair;Tester4;start;20-01-1970 19:36:00;;;;;
942;Inform User;System;complete;20-01-1970 19:37:00;;;;;
942;Test Repair;Tester4;complete;20-01-1970 19:44:00;;;2;false;
942;Restart Repair;System;complete;20-01-1970 19:50:00;;;;;
942;Repair (Simple);SolverS3;start;20-01-1970 19:50:00;;;;;
942;Repair (Simple);SolverS3;complete;20-01-1970 20:01:00;;;;;
942;Test Repair;Tester2;start;20-01-1970 20:01:00;;;;;
942;Test Repair;Tester2;complete;20-01-1970 20:11:00;;;3;true;
942;Archive Repair;System;complete;20-01-1970 20:17:00;;;3;true;
943;Register;System;complete;21-01-1970 01:11:00;;;;;
943;Analyze Defect;Tester4;start;21-01-1970 01:11:00;;;;;
943;Analyze Defect;Tester4;complete;21-01-1970 01:19:00;7;T1;;;
943;Repair (Complex);SolverC2;start;21-01-1970 01:26:00;;;;;
943;Repair (Complex);SolverC2;complete;21-01-1970 01:36:00;;;;;
943;Test Repair;Tester4;start;21-01-1970 01:36:00;;;;;
943;Inform User;System;complete;21-01-1970 01:41:00;;;;;
943;Test Repair;Tester4;complete;21-01-1970 01:45:00;;;0;true;
943;Archive Repair;System;complete;21-01-1970 01:54:00;;;0;true;
944;Register;System;complete;20-01-1970 18:21:00;;;;;
944;Analyze Defect;Tester5;start;20-01-1970 18:21:00;;;;;
944;Analyze Defect;Tester5;complete;20-01-1970 18:26:00;10;T1;;;
944;Inform User;System;complete;20-01-1970 18:48:00;;;;;
944;Repair (Complex);SolverC1;start;20-01-1970 18:51:00;;;;;
944;Repair (Complex);SolverC1;complete;20-01-1970 19:04:00;;;;;
944;Test Repair;Tester2;start;20-01-1970 19:04:00;;;;;
944;Test Repair;Tester2;complete;20-01-1970 19:10:00;;;0;true;
944;Archive Repair;System;complete;20-01-1970 19:16:00;;;0;true;
945;Register;System;complete;20-01-1970 05:13:00;;;;;
945;Analyze Defect;Tester1;start;20-01-1970 05:13:00;;;;;
945;Analyze Defect;Tester1;complete;20-01-1970 05:22:00;5;T2;;;
945;Repair (Complex);SolverC1;start;20-01-1970 05:36:00;;;;;
945;Repair (Complex);SolverC1;complete;20-01-1970 05:50:00;;;;;
945;Test Repair;Tester5;start;20-01-1970 05:50:00;;;;;
945;Test Repair;Tester5;complete;20-01-1970 05:57:00;;;0;true;
945;Inform User;System;complete;20-01-1970 06:10:00;;;;;
945;Archive Repair;System;complete;20-01-1970 06:10:00;;;0;true;
946;Register;System;complete;20-01-1970 05:41:00;;;;;
946;Analyze Defect;Tester2;start;20-01-1970 05:41:00;;;;;
946;Analyze Defect;Tester2;complete;20-01-1970 05:49:00;6;T2;;;
946;Repair (Simple);SolverS2;start;20-01-1970 06:09:00;;;;;
946;Repair (Simple);SolverS2;complete;20-01-1970 06:15:00;;;;;
946;Test Repair;Tester1;start;20-01-1970 06:15:00;;;;;
946;Test Repair;Tester1;complete;20-01-1970 06:25:00;;;1;false;
946;Inform User;System;complete;20-01-1970 06:29:00;;;;;
946;Restart Repair;System;complete;20-01-1970 06:33:00;;;;;
946;Repair (Simple);SolverS2;start;20-01-1970 06:33:00;;;;;
946;Repair (Simple);SolverS2;complete;20-01-1970 06:44:00;;;;;
946;Test Repair;Tester1;start;20-01-1970 06:44:00;;;;;
946;Test Repair;Tester1;complete;20-01-1970 06:50:00;;;2;true;
946;Archive Repair;System;complete;20-01-1970 07:00:00;;;2;true;
947;Register;System;complete;20-01-1970 05:32:00;;;;;
947;Analyze Defect;Tester3;start;20-01-1970 05:32:00;;;;;
947;Analyze Defect;Tester3;complete;20-01-1970 05:37:00;10;T2;;;
947;Repair (Complex);SolverC3;start;20-01-1970 05:54:00;;;;;
947;Inform User;System;complete;20-01-1970 06:12:00;;;;;
947;Repair (Complex);SolverC3;complete;20-01-1970 06:40:00;;;;;
947;Test Repair;Tester4;start;20-01-1970 06:40:00;;;;;
947;Test Repair;Tester4;complete;20-01-1970 06:46:00;;;0;true;
947;Archive Repair;System;complete;20-01-1970 06:55:00;;;0;true;
948;Register;System;complete;20-01-1970 15:33:00;;;;;
948;Analyze Defect;Tester3;start;20-01-1970 15:33:00;;;;;
948;Analyze Defect;Tester3;complete;20-01-1970 15:43:00;3;T3;;;
948;Repair (Simple);SolverS1;start;20-01-1970 15:55:00;;;;;
948;Repair (Simple);SolverS1;complete;20-01-1970 16:02:00;;;;;
948;Test Repair;Tester1;start;20-01-1970 16:02:00;;;;;
948;Test Repair;Tester1;complete;20-01-1970 16:10:00;;;1;false;
948;Inform User;System;complete;20-01-1970 16:11:00;;;;;
948;Restart Repair;System;complete;20-01-1970 16:19:00;;;;;
948;Repair (Simple);SolverS3;start;20-01-1970 16:19:00;;;;;
948;Repair (Simple);SolverS3;complete;20-01-1970 16:30:00;;;;;
948;Test Repair;Tester3;start;20-01-1970 16:30:00;;;;;
948;Test Repair;Tester3;complete;20-01-1970 16:36:00;;;2;true;
948;Archive Repair;System;complete;20-01-1970 16:45:00;;;2;true;
949;Register;System;complete;20-01-1970 05:55:00;;;;;
949;Analyze Defect;Tester6;start;20-01-1970 05:55:00;;;;;
949;Analyze Defect;Tester6;complete;20-01-1970 06:00:00;6;T3;;;
949;Repair (Complex);SolverC2;start;20-01-1970 06:08:00;;;;;
949;Repair (Complex);SolverC2;complete;20-01-1970 06:18:00;;;;;
949;Test Repair;Tester5;start;20-01-1970 06:18:00;;;;;
949;Test Repair;Tester5;complete;20-01-1970 06:28:00;;;0;true;
949;Inform User;System;complete;20-01-1970 06:43:00;;;;;
949;Archive Repair;System;complete;20-01-1970 06:43:00;;;0;true;
95;Register;System;complete;03-01-1970 04:59:00;;;;;
95;Analyze Defect;Tester2;start;03-01-1970 04:59:00;;;;;
95;Analyze Defect;Tester2;complete;03-01-1970 05:08:00;1;T3;;;
95;Inform User;System;complete;03-01-1970 05:23:00;;;;;
95;Repair (Simple);SolverS2;start;03-01-1970 05:23:00;;;;;
95;Repair (Simple);SolverS2;complete;03-01-1970 05:30:00;;;;;
95;Test Repair;Tester1;start;03-01-1970 05:30:00;;;;;
95;Test Repair;Tester1;complete;03-01-1970 05:36:00;;;1;true;
95;Archive Repair;System;complete;03-01-1970 05:42:00;;;1;true;
950;Register;System;complete;20-01-1970 17:34:00;;;;;
950;Analyze Defect;Tester2;start;20-01-1970 17:34:00;;;;;
950;Analyze Defect;Tester2;complete;20-01-1970 17:43:00;6;T1;;;
950;Repair (Complex);SolverC2;start;20-01-1970 17:49:00;;;;;
950;Repair (Complex);SolverC2;complete;20-01-1970 18:04:00;;;;;
950;Test Repair;Tester5;start;20-01-1970 18:04:00;;;;;
950;Test Repair;Tester5;complete;20-01-1970 18:11:00;;;0;true;
950;Inform User;System;complete;20-01-1970 18:27:00;;;;;
950;Archive Repair;System;complete;20-01-1970 18:27:00;;;0;true;
951;Register;System;complete;20-01-1970 14:31:00;;;;;
951;Analyze Defect;Tester1;start;20-01-1970 14:31:00;;;;;
951;Analyze Defect;Tester1;complete;20-01-1970 14:37:00;8;T1;;;
951;Repair (Complex);SolverC2;start;20-01-1970 15:07:00;;;;;
951;Repair (Complex);SolverC2;complete;20-01-1970 15:26:00;;;;;
951;Test Repair;Tester6;start;20-01-1970 15:26:00;;;;;
951;Inform User;System;complete;20-01-1970 15:26:00;;;;;
951;Test Repair;Tester6;complete;20-01-1970 15:36:00;;;0;true;
951;Archive Repair;System;complete;20-01-1970 15:41:00;;;0;true;
952;Register;System;complete;21-01-1970 16:56:00;;;;;
952;Analyze Defect;Tester2;start;21-01-1970 16:56:00;;;;;
952;Analyze Defect;Tester2;complete;21-01-1970 17:03:00;4;T3;;;
952;Inform User;System;complete;21-01-1970 17:31:00;;;;;
952;Repair (Simple);SolverS2;start;21-01-1970 17:32:00;;;;;
952;Repair (Simple);SolverS2;complete;21-01-1970 17:43:00;;;;;
952;Test Repair;Tester5;start;21-01-1970 17:43:00;;;;;
952;Test Repair;Tester5;complete;21-01-1970 17:53:00;;;1;false;
952;Restart Repair;System;complete;21-01-1970 18:02:00;;;;;
952;Repair (Simple);SolverS2;start;21-01-1970 18:02:00;;;;;
952;Repair (Simple);SolverS2;complete;21-01-1970 18:07:00;;;;;
952;Test Repair;Tester1;start;21-01-1970 18:07:00;;;;;
952;Test Repair;Tester1;complete;21-01-1970 18:12:00;;;2;true;
952;Archive Repair;System;complete;21-01-1970 18:20:00;;;2;true;
953;Register;System;complete;21-01-1970 06:06:00;;;;;
953;Analyze Defect;Tester4;start;21-01-1970 06:06:00;;;;;
953;Analyze Defect;Tester4;complete;21-01-1970 06:15:00;7;T2;;;
953;Repair (Complex);SolverC3;start;21-01-1970 06:33:00;;;;;
953;Inform User;System;complete;21-01-1970 06:44:00;;;;;
953;Repair (Complex);SolverC3;complete;21-01-1970 07:20:00;;;;;
953;Test Repair;Tester1;start;21-01-1970 07:20:00;;;;;
953;Test Repair;Tester1;complete;21-01-1970 07:28:00;;;0;true;
953;Archive Repair;System;complete;21-01-1970 07:35:00;;;0;true;
954;Register;System;complete;21-01-1970 06:25:00;;;;;
954;Analyze Defect;Tester2;start;21-01-1970 06:25:00;;;;;
954;Analyze Defect;Tester2;complete;21-01-1970 06:32:00;7;T1;;;
954;Repair (Complex);SolverC2;start;21-01-1970 06:33:00;;;;;
954;Repair (Complex);SolverC2;complete;21-01-1970 06:45:00;;;;;
954;Test Repair;Tester1;start;21-01-1970 06:45:00;;;;;
954;Test Repair;Tester1;complete;21-01-1970 06:50:00;;;0;true;
954;Inform User;System;complete;21-01-1970 07:08:00;;;;;
954;Archive Repair;System;complete;21-01-1970 07:08:00;;;0;true;
955;Register;System;complete;21-01-1970 17:06:00;;;;;
955;Analyze Defect;Tester1;start;21-01-1970 17:06:00;;;;;
955;Analyze Defect;Tester1;complete;21-01-1970 17:15:00;6;T2;;;
955;Repair (Simple);SolverS1;start;21-01-1970 17:28:00;;;;;
955;Inform User;System;complete;21-01-1970 17:30:00;;;;;
955;Repair (Simple);SolverS1;complete;21-01-1970 17:34:00;;;;;
955;Test Repair;Tester5;start;21-01-1970 17:34:00;;;;;
955;Test Repair;Tester5;complete;21-01-1970 17:42:00;;;1;false;
955;Restart Repair;System;complete;21-01-1970 17:51:00;;;;;
955;Repair (Complex);SolverC1;start;21-01-1970 17:51:00;;;;;
955;Repair (Complex);SolverC1;complete;21-01-1970 18:05:00;;;;;
955;Test Repair;Tester2;start;21-01-1970 18:05:00;;;;;
955;Test Repair;Tester2;complete;21-01-1970 18:11:00;;;1;true;
955;Archive Repair;System;complete;21-01-1970 18:20:00;;;1;true;
956;Register;System;complete;21-01-1970 16:52:00;;;;;
956;Analyze Defect;Tester6;start;21-01-1970 16:52:00;;;;;
956;Analyze Defect;Tester6;complete;21-01-1970 17:00:00;10;T3;;;
956;Repair (Complex);SolverC3;start;21-01-1970 17:29:00;;;;;
956;Inform User;System;complete;21-01-1970 17:49:00;;;;;
956;Repair (Complex);SolverC3;complete;21-01-1970 18:09:00;;;;;
956;Test Repair;Tester5;start;21-01-1970 18:09:00;;;;;
956;Test Repair;Tester5;complete;21-01-1970 18:14:00;;;0;true;
956;Archive Repair;System;complete;21-01-1970 18:19:00;;;0;true;
957;Register;System;complete;20-01-1970 11:40:00;;;;;
957;Analyze Defect;Tester3;start;20-01-1970 11:40:00;;;;;
957;Analyze Defect;Tester3;complete;20-01-1970 11:48:00;8;T2;;;
957;Repair (Complex);SolverC2;start;20-01-1970 11:53:00;;;;;
957;Repair (Complex);SolverC2;complete;20-01-1970 12:13:00;;;;;
